,vehicle_category,zone_in,zone_out,hour,day_category,avg_traffic
2024,person,5,4,6,weekday,1.1111111111111112
2025,person,5,4,7,weekday,1.2307692307692308
2026,person,5,4,8,weekend,1.0
2027,person,5,4,8,weekday,5.7894736842105265
2028,person,5,4,9,weekend,1.6666666666666667
2029,person,5,4,9,weekday,3.8421052631578947
2030,person,5,4,10,weekend,1.5
2031,person,5,4,10,weekday,1.4285714285714286
2032,person,5,4,11,weekend,1.3333333333333333
2033,person,5,4,11,weekday,1.5555555555555556
2034,person,5,4,12,weekend,1.8333333333333333
2035,person,5,4,12,weekday,2.9444444444444446
2036,person,5,4,13,weekend,1.1666666666666667
2037,person,5,4,13,weekday,2.9473684210526314
2038,person,5,4,14,weekend,1.3333333333333333
2039,person,5,4,14,weekday,2.0
2040,person,5,4,15,weekend,1.6
2041,person,5,4,15,weekday,1.2727272727272727
2042,person,5,4,16,weekend,1.4
2043,person,5,4,16,weekday,1.5833333333333333
2044,person,5,4,17,weekend,2.0
2045,person,5,4,17,weekday,2.4705882352941178
2046,person,5,4,18,weekend,1.3333333333333333
2047,person,5,4,18,weekday,4.588235294117647
2048,person,5,4,19,weekend,1.75
2049,person,5,4,19,weekday,3.75
2050,person,5,4,20,weekend,2.5
2051,person,5,4,20,weekday,1.8333333333333333
2052,person,5,4,21,weekend,1.0
2053,person,5,4,21,weekday,2.0
2054,person,5,4,22,weekend,1.0
2055,person,5,4,22,weekday,1.125
2056,person,5,4,23,weekend,1.0
2057,person,5,4,23,weekday,1.3333333333333333
2058,person,6,4,2,weekday,1.0
2059,person,6,4,6,weekday,1.0
2060,person,6,4,7,weekend,1.0
2061,person,6,4,7,weekday,1.25
2062,person,6,4,8,weekend,1.6666666666666667
2063,person,6,4,8,weekday,5.85
2064,person,6,4,9,weekend,4.111111111111111
2065,person,6,4,9,weekday,7.0
2066,person,6,4,10,weekend,2.4444444444444446
2067,person,6,4,10,weekday,3.7222222222222223
2068,person,6,4,11,weekend,4.111111111111111
2069,person,6,4,11,weekday,2.95
2070,person,6,4,12,weekend,3.1
2071,person,6,4,12,weekday,7.2
2072,person,6,4,13,weekend,2.7777777777777777
2073,person,6,4,13,weekday,8.1
2074,person,6,4,14,weekend,3.2222222222222223
2075,person,6,4,14,weekday,5.9
2076,person,6,4,15,weekend,2.875
2077,person,6,4,15,weekday,5.05
2078,person,6,4,16,weekend,4.375
2079,person,6,4,16,weekday,5.4
2080,person,6,4,17,weekend,2.1666666666666665
2081,person,6,4,17,weekday,4.266666666666667
2082,person,6,4,18,weekend,1.0
2083,person,6,4,18,weekday,1.625
2084,person,6,4,19,weekday,1.3333333333333333
2085,person,6,4,20,weekday,1.0
2086,person,6,4,21,weekend,1.0
2087,person,6,4,21,weekday,1.0
2088,person,6,4,22,weekend,1.0
2089,person,6,4,22,weekday,1.5
2090,person,6,4,23,weekend,1.0
2091,person,6,4,23,weekday,1.0
2092,trottinette,1,3,8,weekday,1.0
2093,trottinette,1,3,14,weekday,1.0
2094,trottinette,1,6,9,weekend,1.0
2095,trottinette,1,6,15,weekend,1.0
2096,trottinette,2,3,8,weekday,2.0
2097,trottinette,2,3,9,weekday,1.0
2098,trottinette,2,3,12,weekday,1.0
2099,trottinette,2,3,13,weekday,1.0
2100,trottinette,2,5,7,weekday,1.0
2101,trottinette,2,5,8,weekend,1.0
2102,trottinette,2,5,8,weekday,4.294117647058823
2103,trottinette,2,5,9,weekend,1.0
2104,trottinette,2,5,9,weekday,4.7
2105,trottinette,2,5,10,weekend,1.0
2106,trottinette,2,5,10,weekday,1.7333333333333334
2107,trottinette,2,5,11,weekend,1.0
2108,trottinette,2,5,11,weekday,1.5555555555555556
2109,trottinette,2,5,12,weekend,1.2
2110,trottinette,2,5,12,weekday,1.6923076923076923
2111,trottinette,2,5,13,weekend,1.0
2112,trottinette,2,5,13,weekday,1.5
2113,trottinette,2,5,14,weekend,1.3333333333333333
2114,trottinette,2,5,14,weekday,1.375
2115,trottinette,2,5,15,weekend,1.0
2116,trottinette,2,5,15,weekday,1.2857142857142858
2117,trottinette,2,5,16,weekday,1.1666666666666667
2118,trottinette,2,5,17,weekend,1.0
2119,trottinette,2,5,17,weekday,1.2
2120,trottinette,2,5,18,weekend,1.0
2121,trottinette,2,5,18,weekday,1.0
2122,trottinette,2,5,19,weekday,2.0
2123,trottinette,2,5,20,weekday,1.0
2124,trottinette,2,5,21,weekday,1.0
2125,trottinette,2,6,0,weekday,1.0
2126,trottinette,2,6,1,weekday,1.0
2127,trottinette,2,6,3,weekday,1.0
2128,trottinette,2,6,7,weekday,1.4
2129,trottinette,2,6,8,weekend,1.4
2130,trottinette,2,6,8,weekday,2.7777777777777777
2131,trottinette,2,6,9,weekend,1.0
2132,trottinette,2,6,9,weekday,2.6315789473684212
2133,trottinette,2,6,10,weekend,2.0
2134,trottinette,2,6,10,weekday,1.6363636363636365
2135,trottinette,2,6,11,weekend,1.5
2136,trottinette,2,6,11,weekday,2.0
2137,trottinette,2,6,12,weekend,1.25
2138,trottinette,2,6,12,weekday,1.5
2139,trottinette,2,6,13,weekend,1.25
2140,trottinette,2,6,13,weekday,1.4444444444444444
2141,trottinette,2,6,14,weekend,1.2
2142,trottinette,2,6,14,weekday,1.0
2143,trottinette,2,6,15,weekend,1.0
2144,trottinette,2,6,15,weekday,1.5
2145,trottinette,2,6,16,weekend,1.25
2146,trottinette,2,6,16,weekday,1.3846153846153846
2147,trottinette,2,6,17,weekend,1.0
2148,trottinette,2,6,17,weekday,1.5
2149,trottinette,2,6,18,weekday,1.0
2150,trottinette,2,6,19,weekday,1.0
2151,trottinette,2,6,21,weekday,1.0
2152,trottinette,2,6,22,weekend,1.0
2153,trottinette,2,6,22,weekday,1.0
2154,trottinette,3,3,8,weekday,1.0
2155,trottinette,3,3,9,weekday,1.0
2156,trottinette,3,6,9,weekday,1.0
2157,trottinette,3,6,10,weekday,1.0
2158,trottinette,3,6,11,weekend,1.0
2159,trottinette,3,6,15,weekday,1.0
2160,trottinette,3,6,16,weekend,1.0
2161,trottinette,3,6,16,weekday,1.0
2162,trottinette,4,5,7,weekend,1.0
2163,trottinette,4,5,8,weekday,1.4166666666666667
2164,trottinette,4,5,9,weekday,1.875
2165,trottinette,4,5,10,weekend,1.0
2166,trottinette,4,5,10,weekday,1.0
2167,trottinette,4,5,11,weekday,1.0
2168,trottinette,4,5,12,weekday,1.0
2169,trottinette,4,5,13,weekday,1.0
2170,trottinette,4,5,14,weekday,1.0
2171,trottinette,4,5,15,weekend,1.0
2172,trottinette,4,5,15,weekday,1.3333333333333333
2173,trottinette,4,5,16,weekday,1.2
2174,trottinette,4,5,17,weekday,1.0
2175,trottinette,4,6,9,weekday,1.0
2176,trottinette,4,6,11,weekday,1.0
2177,trottinette,4,6,15,weekday,1.0
2178,trottinette,4,6,16,weekday,1.0
2179,trottinette,5,3,10,weekday,1.0
2180,trottinette,5,3,13,weekend,1.0
2181,trottinette,5,3,13,weekday,1.0
2182,trottinette,5,3,14,weekend,1.0
2183,trottinette,5,3,14,weekday,1.0
2184,trottinette,5,3,15,weekday,1.0
2185,trottinette,5,4,8,weekday,1.0
2186,trottinette,5,4,13,weekday,1.0
2187,trottinette,5,4,18,weekday,1.0
2188,trottinette,5,5,6,weekday,1.0
2189,trottinette,5,5,7,weekend,1.0
2190,trottinette,5,5,7,weekday,1.0
2191,trottinette,5,5,8,weekend,1.6
2192,trottinette,5,5,8,weekday,3.0555555555555554
2193,trottinette,5,5,9,weekend,1.0
2194,trottinette,5,5,9,weekday,3.8421052631578947
2195,trottinette,5,5,10,weekend,1.2
2196,trottinette,5,5,10,weekday,2.5294117647058822
2197,trottinette,5,5,11,weekend,2.0
2198,trottinette,5,5,11,weekday,1.7692307692307692
2199,trottinette,5,5,12,weekend,1.5
2200,trottinette,5,5,12,weekday,1.6
2201,trottinette,5,5,13,weekend,1.2
2202,trottinette,5,5,13,weekday,1.5555555555555556
2203,trottinette,5,5,14,weekend,1.6666666666666667
2204,trottinette,5,5,14,weekday,1.3333333333333333
2205,trottinette,5,5,15,weekend,1.0
2206,trottinette,5,5,15,weekday,1.8333333333333333
2207,trottinette,5,5,16,weekend,1.0
2208,trottinette,5,5,16,weekday,1.6153846153846154
2209,trottinette,5,5,17,weekday,2.0
2210,trottinette,5,5,18,weekday,1.0
2211,trottinette,5,5,22,weekday,1.0
2212,trottinette,5,5,23,weekday,1.0
2213,trottinette,5,6,3,weekend,1.0
2214,trottinette,5,6,7,weekday,1.0
2215,trottinette,5,6,8,weekend,1.0
2216,trottinette,5,6,8,weekday,1.5
2217,trottinette,5,6,9,weekend,1.0
2218,trottinette,5,6,9,weekday,1.8571428571428572
2219,trottinette,5,6,10,weekend,1.0
2220,trottinette,5,6,10,weekday,1.4
2221,trottinette,5,6,11,weekend,1.6666666666666667
2222,trottinette,5,6,11,weekday,1.0
2223,trottinette,5,6,12,weekend,2.0
2224,trottinette,5,6,12,weekday,1.2
2225,trottinette,5,6,13,weekend,1.0
2226,trottinette,5,6,13,weekday,1.1666666666666667
2227,trottinette,5,6,14,weekday,1.0
2228,trottinette,5,6,15,weekend,1.0
2229,trottinette,5,6,15,weekday,1.0
2230,trottinette,5,6,16,weekday,1.0
2231,trottinette,5,6,17,weekday,1.3333333333333333
2232,trottinette,5,6,21,weekday,1.0
2233,trottinette,6,4,8,weekday,1.0
2234,trottinette,6,4,9,weekday,1.0
2235,truck,1,1,0,weekday,1.0
2236,truck,1,1,1,weekend,1.0
2237,truck,1,1,2,weekday,1.0
2238,truck,1,1,3,weekday,1.0
2239,truck,1,1,4,weekday,1.0
2240,truck,1,1,5,weekend,1.0
2241,truck,1,1,5,weekday,1.0
2242,truck,1,1,6,weekday,1.75
2243,truck,1,1,7,weekend,2.3333333333333335
2244,truck,1,1,7,weekday,11.95
2245,truck,1,1,8,weekend,5.125
2246,truck,1,1,8,weekday,27.15
2247,truck,1,1,9,weekend,5.125
2248,truck,1,1,9,weekday,28.5
2249,truck,1,1,10,weekend,7.285714285714286
2250,truck,1,1,10,weekday,31.95
2251,truck,1,1,11,weekend,6.333333333333333
2252,truck,1,1,11,weekday,26.4
2253,truck,1,1,12,weekend,5.75
2254,truck,1,1,12,weekday,18.05
2255,truck,1,1,13,weekend,4.4
2256,truck,1,1,13,weekday,17.9
2257,truck,1,1,14,weekend,3.6666666666666665
2258,truck,1,1,14,weekday,14.75
2259,truck,1,1,15,weekend,2.7
2260,truck,1,1,15,weekday,14.85
2261,truck,1,1,16,weekend,2.75
2262,truck,1,1,16,weekday,8.8
2263,truck,1,1,17,weekend,1.5
2264,truck,1,1,17,weekday,4.625
2265,truck,1,1,18,weekend,1.0
2266,truck,1,1,18,weekday,1.3636363636363635
2267,truck,1,1,19,weekend,1.0
2268,truck,1,1,19,weekday,1.5
2269,truck,1,1,20,weekend,1.0
2270,truck,1,1,20,weekday,1.0
2271,truck,1,1,21,weekend,1.0
2272,truck,1,1,21,weekday,1.5
2273,truck,1,1,22,weekday,1.0
2274,truck,1,1,23,weekday,2.0
2275,truck,1,3,0,weekend,1.0
2276,truck,1,3,0,weekday,2.7142857142857144
2277,truck,1,3,1,weekend,1.0
2278,truck,1,3,1,weekday,1.0
2279,truck,1,3,2,weekend,1.0
2280,truck,1,3,2,weekday,1.0
2281,truck,1,3,3,weekend,2.5
2282,truck,1,3,3,weekday,1.2222222222222223
2283,truck,1,3,4,weekend,1.0
2284,truck,1,3,4,weekday,2.1666666666666665
2285,truck,1,3,5,weekend,1.3333333333333333
2286,truck,1,3,5,weekday,1.5384615384615385
2287,truck,1,3,6,weekend,1.0
2288,truck,1,3,6,weekday,2.5833333333333335
2289,truck,1,3,7,weekend,2.1666666666666665
2290,truck,1,3,7,weekday,7.166666666666667
2291,truck,1,3,8,weekend,5.3
2292,truck,1,3,8,weekday,12.7
2293,truck,1,3,9,weekend,5.888888888888889
2294,truck,1,3,9,weekday,13.5
2295,truck,1,3,10,weekend,12.2
2296,truck,1,3,10,weekday,21.85
2297,truck,1,3,11,weekend,5.333333333333333
2298,truck,1,3,11,weekday,19.7
2299,truck,1,3,12,weekend,2.4444444444444446
2300,truck,1,3,12,weekday,8.75
2301,truck,1,3,13,weekend,2.2857142857142856
2302,truck,1,3,13,weekday,7.65
2303,truck,1,3,14,weekend,1.2857142857142858
2304,truck,1,3,14,weekday,7.85
2305,truck,1,3,15,weekend,2.7142857142857144
2306,truck,1,3,15,weekday,7.6
2307,truck,1,3,16,weekend,3.4
2308,truck,1,3,16,weekday,7.65
2309,truck,1,3,17,weekend,1.6666666666666667
2310,truck,1,3,17,weekday,4.421052631578948
2311,truck,1,3,18,weekday,1.0
2312,truck,1,3,19,weekend,3.0
2313,truck,1,3,19,weekday,1.5
2314,truck,1,3,20,weekend,1.25
2315,truck,1,3,20,weekday,2.7777777777777777
2316,truck,1,3,21,weekend,2.0
2317,truck,1,3,21,weekday,2.7058823529411766
2318,truck,1,3,22,weekend,1.0
2319,truck,1,3,22,weekday,3.3684210526315788
2320,truck,1,3,23,weekend,1.0
2321,truck,1,3,23,weekday,2.8947368421052633
2322,truck,1,6,0,weekend,1.0
2323,truck,1,6,4,weekday,1.0
2324,truck,1,6,5,weekday,2.0
2325,truck,1,6,6,weekday,1.7272727272727273
2326,truck,1,6,7,weekend,1.0
2327,truck,1,6,7,weekday,3.611111111111111
2328,truck,1,6,8,weekend,1.0
2329,truck,1,6,8,weekday,5.684210526315789
2330,truck,1,6,9,weekend,2.3333333333333335
2331,truck,1,6,9,weekday,5.35
2332,truck,1,6,10,weekend,6.25
2333,truck,1,6,10,weekday,4.5
2334,truck,1,6,11,weekend,6.25
2335,truck,1,6,11,weekday,3.7222222222222223
2336,truck,1,6,12,weekend,2.3333333333333335
2337,truck,1,6,12,weekday,2.0
2338,truck,1,6,13,weekend,3.6666666666666665
2339,truck,1,6,13,weekday,2.6666666666666665
2340,truck,1,6,14,weekend,1.3333333333333333
2341,truck,1,6,14,weekday,1.8461538461538463
2342,truck,1,6,15,weekend,1.0
2343,truck,1,6,15,weekday,1.5454545454545454
2344,truck,1,6,16,weekend,1.6666666666666667
2345,truck,1,6,16,weekday,2.4444444444444446
2346,truck,1,6,17,weekend,1.0
2347,truck,1,6,17,weekday,3.3125
2348,truck,1,6,18,weekend,1.0
2349,truck,1,6,18,weekday,2.0
2350,truck,1,6,19,weekday,2.0
2351,truck,1,6,20,weekend,1.0
2352,truck,1,6,20,weekday,2.0
2353,truck,1,6,21,weekday,1.2
2354,truck,1,6,22,weekend,1.0
2355,truck,1,6,22,weekday,1.4
2356,truck,2,3,0,weekend,1.0
2357,truck,2,3,0,weekday,1.0
2358,truck,2,3,1,weekday,1.0
2359,truck,2,3,2,weekday,1.1818181818181819
2360,truck,2,3,3,weekend,1.0
2361,truck,2,3,3,weekday,1.1428571428571428
2362,truck,2,3,4,weekday,1.0
2363,truck,2,3,5,weekend,1.0
2364,truck,2,3,5,weekday,1.375
2365,truck,2,3,6,weekend,1.0
2366,truck,2,3,6,weekday,1.4166666666666667
2367,truck,2,3,7,weekend,1.75
2368,truck,2,3,7,weekday,3.5
2369,truck,2,3,8,weekend,3.0
2370,truck,2,3,8,weekday,7.45
2371,truck,2,3,9,weekend,3.0
2372,truck,2,3,9,weekday,9.25
2373,truck,2,3,10,weekend,2.2857142857142856
2374,truck,2,3,10,weekday,9.95
2375,truck,2,3,11,weekend,3.142857142857143
2376,truck,2,3,11,weekday,9.3
2377,truck,2,3,12,weekend,2.0
2378,truck,2,3,12,weekday,7.45
2379,truck,2,3,13,weekend,1.25
2380,truck,2,3,13,weekday,4.7
2381,truck,2,3,14,weekday,3.736842105263158
2382,truck,2,3,15,weekend,1.6666666666666667
2383,truck,2,3,15,weekday,3.1
2384,truck,2,3,16,weekend,1.0
2385,truck,2,3,16,weekday,2.176470588235294
2386,truck,2,3,17,weekend,2.0
2387,truck,2,3,17,weekday,3.1052631578947367
2388,truck,2,3,18,weekend,1.0
2389,truck,2,3,18,weekday,2.263157894736842
2390,truck,2,3,19,weekend,1.0
2391,truck,2,3,19,weekday,2.142857142857143
2392,truck,2,3,20,weekend,1.0
2393,truck,2,3,20,weekday,2.764705882352941
2394,truck,2,3,21,weekend,2.0
2395,truck,2,3,21,weekday,2.5
2396,truck,2,3,22,weekday,1.4
2397,truck,2,3,23,weekday,1.0
2398,truck,2,6,0,weekend,1.0
2399,truck,2,6,0,weekday,1.5833333333333333
2400,truck,2,6,1,weekend,1.0
2401,truck,2,6,1,weekday,1.1428571428571428
2402,truck,2,6,2,weekday,1.0
2403,truck,2,6,3,weekday,1.375
2404,truck,2,6,4,weekend,1.0
2405,truck,2,6,4,weekday,1.5
2406,truck,2,6,5,weekend,2.111111111111111
2407,truck,2,6,5,weekday,4.157894736842105
2408,truck,2,6,6,weekend,6.571428571428571
2409,truck,2,6,6,weekday,14.75
2410,truck,2,6,7,weekend,7.6
2411,truck,2,6,7,weekday,18.9
2412,truck,2,6,8,weekend,5.111111111111111
2413,truck,2,6,8,weekday,17.4
2414,truck,2,6,9,weekend,3.0
2415,truck,2,6,9,weekday,19.0
2416,truck,2,6,10,weekend,3.5
2417,truck,2,6,10,weekday,15.8
2418,truck,2,6,11,weekend,4.222222222222222
2419,truck,2,6,11,weekday,11.75
2420,truck,2,6,12,weekend,2.857142857142857
2421,truck,2,6,12,weekday,9.0
2422,truck,2,6,13,weekend,4.0
2423,truck,2,6,13,weekday,10.05
2424,truck,2,6,14,weekend,1.8
2425,truck,2,6,14,weekday,5.315789473684211
2426,truck,2,6,15,weekend,1.2
2427,truck,2,6,15,weekday,3.55
2428,truck,2,6,16,weekend,1.4285714285714286
2429,truck,2,6,16,weekday,4.7368421052631575
2430,truck,2,6,17,weekend,1.1428571428571428
2431,truck,2,6,17,weekday,3.9
2432,truck,2,6,18,weekend,2.8333333333333335
2433,truck,2,6,18,weekday,7.15
2434,truck,2,6,19,weekend,1.3333333333333333
2435,truck,2,6,19,weekday,3.4444444444444446
2436,truck,2,6,20,weekend,2.0
2437,truck,2,6,20,weekday,3.3684210526315788
2438,truck,2,6,21,weekend,1.4285714285714286
2439,truck,2,6,21,weekday,2.2666666666666666
2440,truck,2,6,22,weekend,1.8333333333333333
2441,truck,2,6,22,weekday,1.7857142857142858
2442,truck,2,6,23,weekend,1.0
2443,truck,2,6,23,weekday,2.0
2444,truck,3,1,0,weekday,1.0
2445,truck,3,1,1,weekend,1.0
2446,truck,3,1,1,weekday,1.6666666666666667
2447,truck,3,1,2,weekday,1.0
2448,truck,3,1,3,weekday,1.0
2449,truck,3,1,4,weekend,1.0
2450,truck,3,1,4,weekday,1.0
2451,truck,3,1,5,weekend,1.0
2452,truck,3,1,5,weekday,2.125
2453,truck,3,1,6,weekend,1.5
2454,truck,3,1,6,weekday,3.0
2455,truck,3,1,7,weekend,2.6666666666666665
2456,truck,3,1,7,weekday,9.68421052631579
2457,truck,3,1,8,weekend,2.875
2458,truck,3,1,8,weekday,18.1
2459,truck,3,1,9,weekend,3.625
2460,truck,3,1,9,weekday,21.6
2461,truck,3,1,10,weekend,4.142857142857143
2462,truck,3,1,10,weekday,21.5
2463,truck,3,1,11,weekend,4.666666666666667
2464,truck,3,1,11,weekday,17.55
2465,truck,3,1,12,weekend,2.5714285714285716
2466,truck,3,1,12,weekday,11.6
2467,truck,3,1,13,weekend,2.4444444444444446
2468,truck,3,1,13,weekday,9.85
2469,truck,3,1,14,weekend,1.875
2470,truck,3,1,14,weekday,8.7
2471,truck,3,1,15,weekend,2.0
2472,truck,3,1,15,weekday,8.45
2473,truck,3,1,16,weekend,1.4
2474,truck,3,1,16,weekday,4.0
2475,truck,3,1,17,weekend,1.6666666666666667
2476,truck,3,1,17,weekday,3.25
2477,truck,3,1,18,weekend,1.4
2478,truck,3,1,18,weekday,2.0
2479,truck,3,1,19,weekend,1.5
2480,truck,3,1,19,weekday,2.0
2481,truck,3,1,20,weekend,1.0
2482,truck,3,1,20,weekday,1.8461538461538463
2483,truck,3,1,21,weekday,1.4285714285714286
2484,truck,3,1,22,weekday,1.1428571428571428
2485,truck,3,1,23,weekday,1.0
2486,truck,3,3,0,weekend,1.5
2487,truck,3,3,0,weekday,1.25
2488,truck,3,3,1,weekend,1.0
2489,truck,3,3,1,weekday,1.0
2490,truck,3,3,2,weekend,1.0
2491,truck,3,3,3,weekday,1.0
2492,truck,3,3,4,weekday,1.125
2493,truck,3,3,5,weekday,1.6
2494,truck,3,3,6,weekend,1.0
2495,truck,3,3,6,weekday,1.5714285714285714
2496,truck,3,3,7,weekend,2.0
2497,truck,3,3,7,weekday,5.75
2498,truck,3,3,8,weekend,2.3333333333333335
2499,truck,3,3,8,weekday,7.05
2500,truck,3,3,9,weekend,4.5
2501,truck,3,3,9,weekday,8.65
2502,truck,3,3,10,weekend,6.5
2503,truck,3,3,10,weekday,12.65
2504,truck,3,3,11,weekend,4.555555555555555
2505,truck,3,3,11,weekday,16.35
2506,truck,3,3,12,weekend,3.5
2507,truck,3,3,12,weekday,11.7
2508,truck,3,3,13,weekend,2.3333333333333335
2509,truck,3,3,13,weekday,4.7368421052631575
2510,truck,3,3,14,weekend,1.625
2511,truck,3,3,14,weekday,4.4
2512,truck,3,3,15,weekend,3.375
2513,truck,3,3,15,weekday,2.8421052631578947
2514,truck,3,3,16,weekend,3.1
2515,truck,3,3,16,weekday,4.6
2516,truck,3,3,17,weekend,1.75
2517,truck,3,3,17,weekday,2.6842105263157894
2518,truck,3,3,18,weekend,2.0
2519,truck,3,3,18,weekday,1.5454545454545454
2520,truck,3,3,19,weekend,1.75
2521,truck,3,3,19,weekday,1.9333333333333333
2522,truck,3,3,20,weekend,1.0
2523,truck,3,3,20,weekday,1.9333333333333333
2524,truck,3,3,21,weekday,2.05
2525,truck,3,3,22,weekday,2.5454545454545454
2526,truck,3,3,23,weekday,1.3333333333333333
2527,truck,3,6,0,weekday,1.0
2528,truck,3,6,2,weekend,1.0
2529,truck,3,6,3,weekday,1.0
2530,truck,3,6,4,weekday,1.0
2531,truck,3,6,5,weekend,1.0
2532,truck,3,6,5,weekday,1.0
2533,truck,3,6,6,weekday,1.7142857142857142
2534,truck,3,6,7,weekend,1.0
2535,truck,3,6,7,weekday,1.6842105263157894
2536,truck,3,6,8,weekend,1.3333333333333333
2537,truck,3,6,8,weekday,3.4210526315789473
2538,truck,3,6,9,weekend,1.0
2539,truck,3,6,9,weekday,4.105263157894737
2540,truck,3,6,10,weekend,1.5
2541,truck,3,6,10,weekday,3.888888888888889
2542,truck,3,6,11,weekend,1.5
2543,truck,3,6,11,weekday,3.4444444444444446
2544,truck,3,6,12,weekend,1.0
2545,truck,3,6,12,weekday,1.5625
2546,truck,3,6,13,weekend,1.0
2547,truck,3,6,13,weekday,2.0714285714285716
2548,truck,3,6,14,weekend,1.0
2549,truck,3,6,14,weekday,1.6666666666666667
2550,truck,3,6,15,weekend,1.3333333333333333
2551,truck,3,6,15,weekday,1.3636363636363635
2552,truck,3,6,16,weekday,1.1666666666666667
2553,truck,3,6,17,weekday,1.0
2554,truck,3,6,18,weekday,1.5
2555,truck,3,6,19,weekend,1.0
2556,truck,3,6,19,weekday,1.0
2557,truck,3,6,21,weekday,1.0
2558,truck,3,6,22,weekday,1.0
2559,truck,3,6,23,weekday,1.0
2560,truck,4,6,7,weekend,1.0
2561,truck,5,3,0,weekday,1.0
2562,truck,5,3,6,weekday,1.0
2563,truck,5,3,7,weekday,1.0
2564,truck,5,3,8,weekday,1.0
2565,truck,5,3,9,weekday,1.0
2566,truck,5,3,10,weekday,1.0
2567,truck,5,3,11,weekday,1.0
2568,truck,5,3,12,weekend,1.0
2569,truck,5,3,12,weekday,1.0
2570,truck,5,3,13,weekend,1.0
2571,truck,5,3,13,weekday,1.0
2572,truck,5,3,16,weekday,1.0
2573,truck,5,3,17,weekday,1.0
2574,truck,5,3,18,weekday,1.0
2575,truck,5,3,19,weekday,1.0
2576,truck,5,3,20,weekday,1.0
2577,truck,5,3,21,weekday,1.0
2578,truck,5,6,6,weekday,1.0
2579,truck,5,6,7,weekday,1.0
2580,truck,5,6,8,weekday,1.0
2581,truck,5,6,9,weekday,1.5
2582,truck,5,6,10,weekend,1.0
2583,truck,5,6,10,weekday,1.0
2584,truck,5,6,11,weekday,1.0
2585,truck,5,6,13,weekday,1.0
2586,truck,5,6,14,weekday,1.0
2587,truck,5,6,16,weekday,1.0
2588,truck,5,6,17,weekday,1.0
2589,truck,5,6,20,weekday,1.0
2590,van,1,1,0,weekday,1.0
2591,van,1,1,4,weekday,1.0
2592,van,1,1,5,weekend,1.0
2593,van,1,1,6,weekend,1.0
2594,van,1,1,6,weekday,1.3333333333333333
2595,van,1,1,7,weekend,6.2
2596,van,1,1,7,weekday,22.1
2597,van,1,1,8,weekend,15.3
2598,van,1,1,8,weekday,60.25
2599,van,1,1,9,weekend,15.2
2600,van,1,1,9,weekday,50.25
2601,van,1,1,10,weekend,12.6
2602,van,1,1,10,weekday,51.4
2603,van,1,1,11,weekend,16.4
2604,van,1,1,11,weekday,54.55
2605,van,1,1,12,weekend,12.5
2606,van,1,1,12,weekday,43.15
2607,van,1,1,13,weekend,12.3
2608,van,1,1,13,weekday,50.3
2609,van,1,1,14,weekend,13.3
2610,van,1,1,14,weekday,46.5
2611,van,1,1,15,weekend,16.1
2612,van,1,1,15,weekday,54.8
2613,van,1,1,16,weekend,11.2
2614,van,1,1,16,weekday,45.65
2615,van,1,1,17,weekend,6.888888888888889
2616,van,1,1,17,weekday,19.05
2617,van,1,1,18,weekend,1.0
2618,van,1,1,18,weekday,1.4
2619,van,1,1,19,weekend,1.0
2620,van,1,1,19,weekday,1.4
2621,van,1,1,20,weekday,1.8
2622,van,1,1,21,weekend,1.0
2623,van,1,1,21,weekday,2.0
2624,van,1,1,23,weekend,1.0
2625,van,1,3,0,weekend,1.0
2626,van,1,3,0,weekday,1.4285714285714286
2627,van,1,3,1,weekend,1.0
2628,van,1,3,1,weekday,1.0
2629,van,1,3,2,weekend,1.0
2630,van,1,3,2,weekday,1.0
2631,van,1,3,3,weekend,2.0
2632,van,1,3,3,weekday,1.0
2633,van,1,3,4,weekend,1.0
2634,van,1,3,4,weekday,1.0
2635,van,1,3,5,weekend,1.5
2636,van,1,3,5,weekday,1.9411764705882353
2637,van,1,3,6,weekend,1.8
2638,van,1,3,6,weekday,4.315789473684211
2639,van,1,3,7,weekend,2.0
2640,van,1,3,7,weekday,10.0
2641,van,1,3,8,weekend,4.0
2642,van,1,3,8,weekday,12.5
2643,van,1,3,9,weekend,5.6
2644,van,1,3,9,weekday,14.85
2645,van,1,3,10,weekend,5.9
2646,van,1,3,10,weekday,18.2
2647,van,1,3,11,weekend,6.3
2648,van,1,3,11,weekday,16.55
2649,van,1,3,12,weekend,6.75
2650,van,1,3,12,weekday,12.85
2651,van,1,3,13,weekend,9.9
2652,van,1,3,13,weekday,16.3
2653,van,1,3,14,weekend,6.8
2654,van,1,3,14,weekday,16.05
2655,van,1,3,15,weekend,5.8
2656,van,1,3,15,weekday,17.35
2657,van,1,3,16,weekend,5.1
2658,van,1,3,16,weekday,15.6
2659,van,1,3,17,weekend,4.25
2660,van,1,3,17,weekday,8.1
2661,van,1,3,18,weekend,2.1
2662,van,1,3,18,weekday,3.5555555555555554
2663,van,1,3,19,weekend,2.0
2664,van,1,3,19,weekday,3.0625
2665,van,1,3,20,weekend,2.125
2666,van,1,3,20,weekday,2.25
2667,van,1,3,21,weekend,2.2
2668,van,1,3,21,weekday,1.5
2669,van,1,3,22,weekend,1.0
2670,van,1,3,22,weekday,1.1666666666666667
2671,van,1,3,23,weekend,1.3333333333333333
2672,van,1,3,23,weekday,1.3333333333333333
2673,van,1,6,0,weekday,1.0
