,vehicle_category,zone_in,zone_out,hour,day_category,avg_traffic
1430,motorcycle,1,3,20,weekday,1.5
1431,motorcycle,1,3,21,weekend,1.0
1432,motorcycle,1,3,21,weekday,1.25
1433,motorcycle,1,3,22,weekend,1.25
1434,motorcycle,1,3,22,weekday,2.111111111111111
1435,motorcycle,1,3,23,weekend,1.0
1436,motorcycle,1,3,23,weekday,1.3333333333333333
1437,motorcycle,1,5,9,weekend,1.0
1438,motorcycle,1,5,9,weekday,1.0
1439,motorcycle,1,5,17,weekday,1.0
1440,motorcycle,1,5,18,weekday,1.0
1441,motorcycle,1,5,19,weekday,1.0
1442,motorcycle,1,6,0,weekend,1.0
1443,motorcycle,1,6,0,weekday,1.0
1444,motorcycle,1,6,1,weekend,1.0
1445,motorcycle,1,6,1,weekday,1.0
1446,motorcycle,1,6,3,weekday,1.0
1447,motorcycle,1,6,4,weekday,1.0
1448,motorcycle,1,6,5,weekend,1.0
1449,motorcycle,1,6,6,weekend,1.0
1450,motorcycle,1,6,6,weekday,1.2
1451,motorcycle,1,6,7,weekend,1.0
1452,motorcycle,1,6,7,weekday,1.7
1453,motorcycle,1,6,8,weekend,6.0
1454,motorcycle,1,6,8,weekday,2.6842105263157894
1455,motorcycle,1,6,9,weekend,1.0
1456,motorcycle,1,6,9,weekday,2.1052631578947367
1457,motorcycle,1,6,10,weekend,1.3333333333333333
1458,motorcycle,1,6,10,weekday,1.5
1459,motorcycle,1,6,11,weekend,1.0
1460,motorcycle,1,6,11,weekday,1.4615384615384615
1461,motorcycle,1,6,12,weekend,2.0
1462,motorcycle,1,6,12,weekday,1.4666666666666666
1463,motorcycle,1,6,13,weekend,1.0
1464,motorcycle,1,6,13,weekday,1.5454545454545454
1465,motorcycle,1,6,14,weekend,1.25
1466,motorcycle,1,6,14,weekday,1.1538461538461537
1467,motorcycle,1,6,15,weekend,1.2
1468,motorcycle,1,6,15,weekday,1.2222222222222223
1469,motorcycle,1,6,16,weekend,1.6
1470,motorcycle,1,6,16,weekday,2.0
1471,motorcycle,1,6,17,weekend,2.0
1472,motorcycle,1,6,17,weekday,5.666666666666667
1473,motorcycle,1,6,18,weekend,2.25
1474,motorcycle,1,6,18,weekday,8.0
1475,motorcycle,1,6,19,weekend,1.25
1476,motorcycle,1,6,19,weekday,6.7
1477,motorcycle,1,6,20,weekend,1.5
1478,motorcycle,1,6,20,weekday,2.076923076923077
1479,motorcycle,1,6,21,weekend,1.0
1480,motorcycle,1,6,21,weekday,2.1666666666666665
1481,motorcycle,1,6,22,weekend,1.0
1482,motorcycle,1,6,22,weekday,1.125
1483,motorcycle,1,6,23,weekend,1.0
1484,motorcycle,1,6,23,weekday,1.5
1485,motorcycle,2,3,0,weekend,1.8
1486,motorcycle,2,3,0,weekday,1.5
1487,motorcycle,2,3,1,weekend,1.0
1488,motorcycle,2,3,1,weekday,1.2
1489,motorcycle,2,3,2,weekend,1.0
1490,motorcycle,2,3,2,weekday,1.0
1491,motorcycle,2,3,3,weekday,1.0
1492,motorcycle,2,3,4,weekend,1.0
1493,motorcycle,2,3,4,weekday,1.0
1494,motorcycle,2,3,5,weekend,1.0
1495,motorcycle,2,3,5,weekday,1.0
1496,motorcycle,2,3,6,weekday,1.25
1497,motorcycle,2,3,7,weekend,1.0
1498,motorcycle,2,3,7,weekday,1.5
1499,motorcycle,2,3,8,weekend,1.5
1500,motorcycle,2,3,8,weekday,4.2105263157894735
1501,motorcycle,2,3,9,weekend,1.4
1502,motorcycle,2,3,9,weekday,4.894736842105263
1503,motorcycle,2,3,10,weekend,1.2
1504,motorcycle,2,3,10,weekday,2.823529411764706
1505,motorcycle,2,3,11,weekend,2.25
1506,motorcycle,2,3,11,weekday,3.0
1507,motorcycle,2,3,12,weekend,1.4444444444444444
1508,motorcycle,2,3,12,weekday,3.3
1509,motorcycle,2,3,13,weekend,1.5714285714285714
1510,motorcycle,2,3,13,weekday,3.5789473684210527
1511,motorcycle,2,3,14,weekend,2.0
1512,motorcycle,2,3,14,weekday,3.3157894736842106
1513,motorcycle,2,3,15,weekend,1.6
1514,motorcycle,2,3,15,weekday,3.764705882352941
1515,motorcycle,2,3,16,weekend,1.5714285714285714
1516,motorcycle,2,3,16,weekday,4.157894736842105
1517,motorcycle,2,3,17,weekend,1.5
1518,motorcycle,2,3,17,weekday,6.722222222222222
1519,motorcycle,2,3,18,weekend,1.6666666666666667
1520,motorcycle,2,3,18,weekday,9.333333333333334
1521,motorcycle,2,3,19,weekend,1.8
1522,motorcycle,2,3,19,weekday,6.894736842105263
1523,motorcycle,2,3,20,weekend,2.0
1524,motorcycle,2,3,20,weekday,3.411764705882353
1525,motorcycle,2,3,21,weekend,1.3333333333333333
1526,motorcycle,2,3,21,weekday,2.3529411764705883
1527,motorcycle,2,3,22,weekend,1.25
1528,motorcycle,2,3,22,weekday,1.8571428571428572
1529,motorcycle,2,3,23,weekend,1.4
1530,motorcycle,2,3,23,weekday,1.6
1531,motorcycle,2,5,0,weekend,1.0
1532,motorcycle,2,5,0,weekday,1.0
1533,motorcycle,2,5,1,weekday,1.0
1534,motorcycle,2,5,2,weekend,1.0
1535,motorcycle,2,5,2,weekday,1.0
1536,motorcycle,2,5,3,weekend,1.0
1537,motorcycle,2,5,3,weekday,1.0
1538,motorcycle,2,5,4,weekend,1.0
1539,motorcycle,2,5,4,weekday,1.0
1540,motorcycle,2,5,5,weekday,1.0
1541,motorcycle,2,5,6,weekday,1.0
1542,motorcycle,2,5,7,weekend,1.0
1543,motorcycle,2,5,7,weekday,1.0
1544,motorcycle,2,5,8,weekday,1.8181818181818181
1545,motorcycle,2,5,9,weekday,1.5
1546,motorcycle,2,5,10,weekend,1.0
1547,motorcycle,2,5,10,weekday,1.0
1548,motorcycle,2,5,11,weekend,1.3333333333333333
1549,motorcycle,2,5,11,weekday,1.0
1550,motorcycle,2,5,12,weekend,1.0
1551,motorcycle,2,5,12,weekday,1.2222222222222223
1552,motorcycle,2,5,13,weekend,1.0
1553,motorcycle,2,5,13,weekday,1.2222222222222223
1554,motorcycle,2,5,14,weekend,1.0
1555,motorcycle,2,5,14,weekday,1.0
1556,motorcycle,2,5,15,weekend,1.0
1557,motorcycle,2,5,15,weekday,1.0
1558,motorcycle,2,5,16,weekend,1.0
1559,motorcycle,2,5,16,weekday,1.0
1560,motorcycle,2,5,17,weekend,1.0
1561,motorcycle,2,5,17,weekday,1.7272727272727273
1562,motorcycle,2,5,18,weekend,1.5
1563,motorcycle,2,5,18,weekday,3.176470588235294
1564,motorcycle,2,5,19,weekend,2.0
1565,motorcycle,2,5,19,weekday,2.2777777777777777
1566,motorcycle,2,5,20,weekend,2.0
1567,motorcycle,2,5,20,weekday,2.25
1568,motorcycle,2,5,21,weekend,1.75
1569,motorcycle,2,5,21,weekday,2.0
1570,motorcycle,2,5,22,weekend,2.0
1571,motorcycle,2,5,22,weekday,1.25
1572,motorcycle,2,5,23,weekend,1.2
1573,motorcycle,2,5,23,weekday,1.625
1574,motorcycle,2,6,0,weekend,9.777777777777779
1575,motorcycle,2,6,0,weekday,9.75
1576,motorcycle,2,6,1,weekend,6.111111111111111
1577,motorcycle,2,6,1,weekday,5.882352941176471
1578,motorcycle,2,6,2,weekend,5.125
1579,motorcycle,2,6,2,weekday,4.315789473684211
1580,motorcycle,2,6,3,weekend,5.285714285714286
1581,motorcycle,2,6,3,weekday,3.2
1582,motorcycle,2,6,4,weekend,2.625
1583,motorcycle,2,6,4,weekday,4.157894736842105
1584,motorcycle,2,6,5,weekend,3.0
1585,motorcycle,2,6,5,weekday,3.5789473684210527
1586,motorcycle,2,6,6,weekend,3.111111111111111
1587,motorcycle,2,6,6,weekday,7.7
1588,motorcycle,2,6,7,weekend,7.111111111111111
1589,motorcycle,2,6,7,weekday,34.65
1590,motorcycle,2,6,8,weekend,11.5
1591,motorcycle,2,6,8,weekday,108.95
1592,motorcycle,2,6,9,weekend,21.0
1593,motorcycle,2,6,9,weekday,105.35
1594,motorcycle,2,6,10,weekend,27.8
1595,motorcycle,2,6,10,weekday,56.2
1596,motorcycle,2,6,11,weekend,35.5
1597,motorcycle,2,6,11,weekday,57.9
1598,motorcycle,2,6,12,weekend,48.6
1599,motorcycle,2,6,12,weekday,83.4
1600,motorcycle,2,6,13,weekend,48.2
1601,motorcycle,2,6,13,weekday,82.3
1602,motorcycle,2,6,14,weekend,47.5
1603,motorcycle,2,6,14,weekday,65.25
1604,motorcycle,2,6,15,weekend,40.3
1605,motorcycle,2,6,15,weekday,55.0
1606,motorcycle,2,6,16,weekend,40.8
1607,motorcycle,2,6,16,weekday,61.25
1608,motorcycle,2,6,17,weekend,35.55555555555556
1609,motorcycle,2,6,17,weekday,75.75
1610,motorcycle,2,6,18,weekend,30.444444444444443
1611,motorcycle,2,6,18,weekday,95.2
1612,motorcycle,2,6,19,weekend,30.22222222222222
1613,motorcycle,2,6,19,weekday,85.75
1614,motorcycle,2,6,20,weekend,29.5
1615,motorcycle,2,6,20,weekday,52.65
1616,motorcycle,2,6,21,weekend,23.4
1617,motorcycle,2,6,21,weekday,30.35
1618,motorcycle,2,6,22,weekend,14.6
1619,motorcycle,2,6,22,weekday,23.25
1620,motorcycle,2,6,23,weekend,10.5
1621,motorcycle,2,6,23,weekday,16.95
1622,motorcycle,3,1,0,weekend,2.6666666666666665
1623,motorcycle,3,1,0,weekday,1.9230769230769231
1624,motorcycle,3,1,1,weekend,1.1666666666666667
1625,motorcycle,3,1,1,weekday,2.0
1626,motorcycle,3,1,2,weekend,1.0
1627,motorcycle,3,1,2,weekday,1.4
1628,motorcycle,3,1,3,weekend,1.0
1629,motorcycle,3,1,3,weekday,1.0
1630,motorcycle,3,1,4,weekend,1.0
1631,motorcycle,3,1,4,weekday,1.0
1632,motorcycle,3,1,5,weekend,1.0
1633,motorcycle,3,1,5,weekday,1.2
1634,motorcycle,3,1,6,weekend,1.0
1635,motorcycle,3,1,6,weekday,2.2
1636,motorcycle,3,1,7,weekend,1.8
1637,motorcycle,3,1,7,weekday,7.6
1638,motorcycle,3,1,8,weekend,1.625
1639,motorcycle,3,1,8,weekday,25.5
1640,motorcycle,3,1,9,weekend,2.5555555555555554
1641,motorcycle,3,1,9,weekday,25.789473684210527
1642,motorcycle,3,1,10,weekend,4.125
1643,motorcycle,3,1,10,weekday,8.9
1644,motorcycle,3,1,11,weekend,5.9
1645,motorcycle,3,1,11,weekday,10.95
1646,motorcycle,3,1,12,weekend,9.0
1647,motorcycle,3,1,12,weekday,13.4
1648,motorcycle,3,1,13,weekend,9.3
1649,motorcycle,3,1,13,weekday,14.45
1650,motorcycle,3,1,14,weekend,9.4
1651,motorcycle,3,1,14,weekday,13.6
1652,motorcycle,3,1,15,weekend,11.6
1653,motorcycle,3,1,15,weekday,13.4
1654,motorcycle,3,1,16,weekend,9.3
1655,motorcycle,3,1,16,weekday,12.9
1656,motorcycle,3,1,17,weekend,7.888888888888889
1657,motorcycle,3,1,17,weekday,17.35
1658,motorcycle,3,1,18,weekend,6.9
1659,motorcycle,3,1,18,weekday,31.0
1660,motorcycle,3,1,19,weekend,7.888888888888889
1661,motorcycle,3,1,19,weekday,27.8
1662,motorcycle,3,1,20,weekend,4.2
1663,motorcycle,3,1,20,weekday,12.2
1664,motorcycle,3,1,21,weekend,3.6
1665,motorcycle,3,1,21,weekday,5.5
1666,motorcycle,3,1,22,weekend,2.4444444444444446
1667,motorcycle,3,1,22,weekday,4.368421052631579
1668,motorcycle,3,1,23,weekend,2.6666666666666665
1669,motorcycle,3,1,23,weekday,4.470588235294118
1670,motorcycle,3,3,0,weekend,1.0
1671,motorcycle,3,3,6,weekday,1.0
1672,motorcycle,3,3,7,weekday,1.6363636363636365
1673,motorcycle,3,3,8,weekday,5.75
1674,motorcycle,3,3,9,weekend,1.0
1675,motorcycle,3,3,9,weekday,8.25
1676,motorcycle,3,3,10,weekend,1.25
1677,motorcycle,3,3,10,weekday,4.6
1678,motorcycle,3,3,11,weekend,1.3333333333333333
1679,motorcycle,3,3,11,weekday,5.444444444444445
1680,motorcycle,3,3,12,weekend,2.0
1681,motorcycle,3,3,12,weekday,6.842105263157895
1682,motorcycle,3,3,13,weekend,1.75
1683,motorcycle,3,3,13,weekday,5.578947368421052
1684,motorcycle,3,3,14,weekend,2.125
1685,motorcycle,3,3,14,weekday,5.75
1686,motorcycle,3,3,15,weekend,2.4
1687,motorcycle,3,3,15,weekday,4.4
1688,motorcycle,3,3,16,weekend,2.2
1689,motorcycle,3,3,16,weekday,4.9
1690,motorcycle,3,3,17,weekend,1.5
1691,motorcycle,3,3,17,weekday,4.7894736842105265
1692,motorcycle,3,3,18,weekend,1.0
1693,motorcycle,3,3,18,weekday,5.470588235294118
1694,motorcycle,3,3,19,weekday,3.857142857142857
1695,motorcycle,3,3,20,weekday,1.2222222222222223
1696,motorcycle,3,3,21,weekday,1.0
1697,motorcycle,3,3,22,weekend,1.0
1698,motorcycle,3,3,22,weekday,1.0
1699,motorcycle,3,3,23,weekend,1.0
1700,motorcycle,3,3,23,weekday,1.5
1701,motorcycle,3,5,7,weekday,1.0
1702,motorcycle,3,5,9,weekday,1.0
1703,motorcycle,3,5,17,weekday,1.0
1704,motorcycle,3,5,18,weekday,1.0
1705,motorcycle,3,5,19,weekend,1.0
1706,motorcycle,3,5,19,weekday,1.0
1707,motorcycle,3,5,20,weekday,1.0
1708,motorcycle,3,5,23,weekday,1.0
1709,motorcycle,3,6,0,weekend,4.222222222222222
1710,motorcycle,3,6,0,weekday,4.473684210526316
1711,motorcycle,3,6,1,weekend,4.75
1712,motorcycle,3,6,1,weekday,2.8421052631578947
1713,motorcycle,3,6,2,weekend,2.25
1714,motorcycle,3,6,2,weekday,2.4166666666666665
1715,motorcycle,3,6,3,weekend,2.1666666666666665
1716,motorcycle,3,6,3,weekday,1.4444444444444444
1717,motorcycle,3,6,4,weekend,2.0
1718,motorcycle,3,6,4,weekday,1.5555555555555556
1719,motorcycle,3,6,5,weekend,2.3333333333333335
1720,motorcycle,3,6,5,weekday,2.875
1721,motorcycle,3,6,6,weekend,2.625
1722,motorcycle,3,6,6,weekday,2.5555555555555554
1723,motorcycle,3,6,7,weekend,2.875
1724,motorcycle,3,6,7,weekday,7.0
1725,motorcycle,3,6,8,weekend,3.111111111111111
1726,motorcycle,3,6,8,weekday,17.2
1727,motorcycle,3,6,9,weekend,2.375
1728,motorcycle,3,6,9,weekday,16.65
1729,motorcycle,3,6,10,weekend,2.4444444444444446
1730,motorcycle,3,6,10,weekday,7.947368421052632
1731,motorcycle,3,6,11,weekend,4.6
1732,motorcycle,3,6,11,weekday,7.75
1733,motorcycle,3,6,12,weekend,6.888888888888889
1734,motorcycle,3,6,12,weekday,10.55
1735,motorcycle,3,6,13,weekend,5.5
1736,motorcycle,3,6,13,weekday,9.5
1737,motorcycle,3,6,14,weekend,4.6
1738,motorcycle,3,6,14,weekday,8.15
1739,motorcycle,3,6,15,weekend,5.222222222222222
1740,motorcycle,3,6,15,weekday,6.75
1741,motorcycle,3,6,16,weekend,5.6
1742,motorcycle,3,6,16,weekday,7.95
1743,motorcycle,3,6,17,weekend,6.3
1744,motorcycle,3,6,17,weekday,13.45
1745,motorcycle,3,6,18,weekend,7.875
1746,motorcycle,3,6,18,weekday,18.9
1747,motorcycle,3,6,19,weekend,6.444444444444445
1748,motorcycle,3,6,19,weekday,14.7
1749,motorcycle,3,6,20,weekend,5.625
1750,motorcycle,3,6,20,weekday,10.45
1751,motorcycle,3,6,21,weekend,6.0
1752,motorcycle,3,6,21,weekday,7.444444444444445
1753,motorcycle,3,6,22,weekend,3.111111111111111
1754,motorcycle,3,6,22,weekday,7.157894736842105
1755,motorcycle,3,6,23,weekend,6.333333333333333
1756,motorcycle,3,6,23,weekday,6.105263157894737
1757,motorcycle,4,5,0,weekday,1.0
1758,motorcycle,4,5,1,weekday,1.0
1759,motorcycle,4,5,7,weekday,1.0
1760,motorcycle,4,5,8,weekday,1.0
1761,motorcycle,4,5,9,weekday,1.0
1762,motorcycle,4,5,10,weekday,1.0
1763,motorcycle,4,5,11,weekend,1.0
1764,motorcycle,4,5,11,weekday,1.0
1765,motorcycle,4,5,12,weekday,1.0
1766,motorcycle,4,5,13,weekend,1.0
1767,motorcycle,4,5,13,weekday,1.3333333333333333
1768,motorcycle,4,5,14,weekend,1.0
1769,motorcycle,4,5,14,weekday,1.5
1770,motorcycle,4,5,15,weekend,1.0
1771,motorcycle,4,5,15,weekday,1.0
1772,motorcycle,4,5,16,weekend,1.0
1773,motorcycle,4,5,16,weekday,1.0
1774,motorcycle,4,5,17,weekday,1.5
1775,motorcycle,4,5,18,weekday,2.0
1776,motorcycle,4,5,19,weekend,1.0
1777,motorcycle,4,5,19,weekday,1.3333333333333333
1778,motorcycle,4,5,20,weekday,1.2
1779,motorcycle,4,5,21,weekend,1.0
1780,motorcycle,4,5,21,weekday,1.0
1781,motorcycle,4,5,22,weekday,1.0
1782,motorcycle,4,5,23,weekday,1.0
1783,motorcycle,4,6,2,weekend,1.0
1784,motorcycle,4,6,7,weekday,1.0
1785,motorcycle,4,6,8,weekday,1.25
1786,motorcycle,4,6,9,weekday,1.0
1787,motorcycle,4,6,10,weekday,1.0
1788,motorcycle,4,6,11,weekend,1.0
1789,motorcycle,4,6,11,weekday,1.0
1790,motorcycle,4,6,12,weekday,1.0
1791,motorcycle,4,6,13,weekend,1.3333333333333333
1792,motorcycle,4,6,13,weekday,1.25
1793,motorcycle,4,6,14,weekend,1.0
1794,motorcycle,4,6,14,weekday,1.3
1795,motorcycle,4,6,15,weekend,1.0
1796,motorcycle,4,6,15,weekday,1.0
1797,motorcycle,4,6,16,weekend,1.0
1798,motorcycle,4,6,16,weekday,1.25
1799,motorcycle,4,6,17,weekend,1.0
1800,motorcycle,4,6,17,weekday,1.0
1801,motorcycle,4,6,18,weekend,1.0
1802,motorcycle,4,6,18,weekday,1.25
1803,motorcycle,4,6,19,weekday,1.5
1804,motorcycle,4,6,20,weekday,1.0
1805,motorcycle,4,6,21,weekend,1.0
1806,motorcycle,4,6,21,weekday,1.0
1807,motorcycle,4,6,22,weekday,1.25
1808,motorcycle,4,6,23,weekend,1.0
1809,motorcycle,4,6,23,weekday,1.0
1810,motorcycle,5,3,0,weekend,1.0
1811,motorcycle,5,3,0,weekday,1.0
1812,motorcycle,5,3,1,weekend,1.0
1813,motorcycle,5,3,1,weekday,1.0
1814,motorcycle,5,3,2,weekend,1.0
1815,motorcycle,5,3,3,weekend,1.0
1816,motorcycle,5,3,6,weekday,1.0
1817,motorcycle,5,3,7,weekday,1.625
1818,motorcycle,5,3,8,weekend,1.0
1819,motorcycle,5,3,8,weekday,2.2941176470588234
1820,motorcycle,5,3,9,weekday,2.388888888888889
1821,motorcycle,5,3,10,weekend,1.0
1822,motorcycle,5,3,10,weekday,1.75
1823,motorcycle,5,3,11,weekend,2.0
1824,motorcycle,5,3,11,weekday,1.4545454545454546
1825,motorcycle,5,3,12,weekend,1.0
1826,motorcycle,5,3,12,weekday,1.3125
1827,motorcycle,5,3,13,weekend,1.3333333333333333
1828,motorcycle,5,3,13,weekday,1.375
1829,motorcycle,5,3,14,weekend,1.75
1830,motorcycle,5,3,14,weekday,1.7
1831,motorcycle,5,3,15,weekend,1.6
1832,motorcycle,5,3,15,weekday,1.5625
1833,motorcycle,5,3,16,weekend,1.0
1834,motorcycle,5,3,16,weekday,1.4285714285714286
1835,motorcycle,5,3,17,weekend,3.0
1836,motorcycle,5,3,17,weekday,2.473684210526316
1837,motorcycle,5,3,18,weekend,1.3333333333333333
1838,motorcycle,5,3,18,weekday,4.6875
1839,motorcycle,5,3,19,weekend,1.0
1840,motorcycle,5,3,19,weekday,3.611111111111111
1841,motorcycle,5,3,20,weekend,1.0
1842,motorcycle,5,3,20,weekday,2.0714285714285716
1843,motorcycle,5,3,21,weekend,1.0
1844,motorcycle,5,3,21,weekday,1.3333333333333333
1845,motorcycle,5,3,22,weekend,1.3333333333333333
1846,motorcycle,5,3,22,weekday,1.0
1847,motorcycle,5,3,23,weekend,1.0
1848,motorcycle,5,3,23,weekday,1.25
1849,motorcycle,5,5,0,weekend,1.5
1850,motorcycle,5,5,0,weekday,1.3333333333333333
1851,motorcycle,5,5,1,weekend,1.0
1852,motorcycle,5,5,1,weekday,1.0
1853,motorcycle,5,5,2,weekend,1.0
1854,motorcycle,5,5,2,weekday,2.0
1855,motorcycle,5,5,3,weekend,1.0
1856,motorcycle,5,5,3,weekday,1.0
1857,motorcycle,5,5,4,weekend,1.0
1858,motorcycle,5,5,4,weekday,1.0
1859,motorcycle,5,5,5,weekend,1.0
1860,motorcycle,5,5,5,weekday,1.4285714285714286
1861,motorcycle,5,5,6,weekend,1.0
1862,motorcycle,5,5,6,weekday,1.2727272727272727
1863,motorcycle,5,5,7,weekend,1.5
1864,motorcycle,5,5,7,weekday,1.5
1865,motorcycle,5,5,8,weekend,1.0
1866,motorcycle,5,5,8,weekday,1.4
1867,motorcycle,5,5,9,weekday,1.3333333333333333
1868,motorcycle,5,5,10,weekday,1.0
1869,motorcycle,5,5,11,weekday,1.0
1870,motorcycle,5,5,12,weekday,1.5
1871,motorcycle,5,5,13,weekend,1.0
1872,motorcycle,5,5,13,weekday,1.6666666666666667
1873,motorcycle,5,5,14,weekday,1.5
1874,motorcycle,5,5,15,weekend,1.0
1875,motorcycle,5,5,15,weekday,1.0
1876,motorcycle,5,5,16,weekend,1.0
1877,motorcycle,5,5,16,weekday,1.3333333333333333
1878,motorcycle,5,5,17,weekend,1.5
1879,motorcycle,5,5,17,weekday,2.25
1880,motorcycle,5,5,18,weekend,2.0
1881,motorcycle,5,5,18,weekday,3.0
1882,motorcycle,5,5,19,weekend,1.0
1883,motorcycle,5,5,19,weekday,2.0526315789473686
1884,motorcycle,5,5,20,weekend,2.6
1885,motorcycle,5,5,20,weekday,3.0588235294117645
1886,motorcycle,5,5,21,weekend,1.0
1887,motorcycle,5,5,21,weekday,1.4444444444444444
1888,motorcycle,5,5,22,weekend,1.0
1889,motorcycle,5,5,22,weekday,2.0
1890,motorcycle,5,5,23,weekend,1.0
1891,motorcycle,5,5,23,weekday,1.2857142857142858
1892,motorcycle,5,6,0,weekend,1.0
1893,motorcycle,5,6,6,weekday,1.0
1894,motorcycle,5,6,7,weekday,1.4
1895,motorcycle,5,6,8,weekday,1.6428571428571428
1896,motorcycle,5,6,9,weekend,1.0
1897,motorcycle,5,6,9,weekday,1.5714285714285714
1898,motorcycle,5,6,10,weekend,1.5
1899,motorcycle,5,6,10,weekday,1.1
1900,motorcycle,5,6,11,weekend,1.3333333333333333
1901,motorcycle,5,6,11,weekday,1.5454545454545454
1902,motorcycle,5,6,12,weekend,1.0
1903,motorcycle,5,6,12,weekday,1.6
1904,motorcycle,5,6,13,weekend,1.6
1905,motorcycle,5,6,13,weekday,1.2727272727272727
1906,motorcycle,5,6,14,weekend,1.25
1907,motorcycle,5,6,14,weekday,1.1333333333333333
1908,motorcycle,5,6,15,weekend,1.0
1909,motorcycle,5,6,15,weekday,1.1666666666666667
1910,motorcycle,5,6,16,weekend,1.0
1911,motorcycle,5,6,16,weekday,1.0
1912,motorcycle,5,6,17,weekend,2.0
1913,motorcycle,5,6,17,weekday,1.5
1914,motorcycle,5,6,18,weekend,2.0
1915,motorcycle,5,6,18,weekday,1.7
1916,motorcycle,5,6,19,weekend,1.0
1917,motorcycle,5,6,19,weekday,1.7692307692307692
1918,motorcycle,5,6,20,weekend,1.6666666666666667
1919,motorcycle,5,6,20,weekday,1.1428571428571428
1920,motorcycle,5,6,21,weekend,1.0
1921,motorcycle,5,6,21,weekday,2.0
1922,motorcycle,5,6,22,weekend,1.25
1923,motorcycle,5,6,22,weekday,1.125
1924,motorcycle,5,6,23,weekend,1.0
1925,motorcycle,5,6,23,weekday,1.0
1926,person,2,4,0,weekend,1.0
1927,person,2,4,0,weekday,1.2857142857142858
1928,person,2,4,1,weekend,1.3333333333333333
1929,person,2,4,1,weekday,1.0
1930,person,2,4,2,weekend,1.0
1931,person,2,4,2,weekday,1.0
1932,person,2,4,3,weekday,1.0
1933,person,2,4,5,weekend,1.0
1934,person,2,4,6,weekend,1.0
1935,person,2,4,6,weekday,1.4285714285714286
1936,person,2,4,7,weekend,1.0
1937,person,2,4,7,weekday,2.4
1938,person,2,4,8,weekend,1.5
1939,person,2,4,8,weekday,8.1
1940,person,2,4,9,weekend,1.6666666666666667
1941,person,2,4,9,weekday,6.3
1942,person,2,4,10,weekend,2.0
1943,person,2,4,10,weekday,2.25
1944,person,2,4,11,weekend,4.555555555555555
1945,person,2,4,11,weekday,3.5555555555555554
1946,person,2,4,12,weekend,2.375
1947,person,2,4,12,weekday,6.9
1948,person,2,4,13,weekend,2.3
1949,person,2,4,13,weekday,6.9
1950,person,2,4,14,weekend,2.25
1951,person,2,4,14,weekday,4.8
1952,person,2,4,15,weekend,2.4285714285714284
1953,person,2,4,15,weekday,3.0
1954,person,2,4,16,weekend,3.7777777777777777
1955,person,2,4,16,weekday,2.9
1956,person,2,4,17,weekend,2.6666666666666665
1957,person,2,4,17,weekday,6.526315789473684
1958,person,2,4,18,weekend,1.5
1959,person,2,4,18,weekday,9.444444444444445
1960,person,2,4,19,weekend,2.0
1961,person,2,4,19,weekday,7.555555555555555
1962,person,2,4,20,weekend,1.5
1963,person,2,4,20,weekday,4.842105263157895
1964,person,2,4,21,weekend,1.0
1965,person,2,4,21,weekday,2.6153846153846154
1966,person,2,4,22,weekend,2.0
1967,person,2,4,22,weekday,2.25
1968,person,2,4,23,weekend,1.5
1969,person,2,4,23,weekday,1.7058823529411764
1970,person,4,2,0,weekend,2.0
1971,person,4,2,0,weekday,2.6
1972,person,4,2,1,weekend,1.5
1973,person,4,2,1,weekday,1.1428571428571428
1974,person,4,2,2,weekend,1.2
1975,person,4,2,2,weekday,1.25
1976,person,4,2,3,weekend,1.0
1977,person,4,2,3,weekday,1.0
1978,person,4,2,4,weekday,1.1666666666666667
1979,person,4,2,5,weekend,1.0
1980,person,4,2,5,weekday,1.0
1981,person,4,2,6,weekday,1.0
1982,person,4,2,7,weekend,1.5714285714285714
1983,person,4,2,7,weekday,4.470588235294118
1984,person,4,2,8,weekend,3.2
1985,person,4,2,8,weekday,15.95
1986,person,4,2,9,weekend,3.6
1987,person,4,2,9,weekday,17.94736842105263
1988,person,4,2,10,weekend,4.2
1989,person,4,2,10,weekday,6.5
1990,person,4,2,11,weekend,9.4
1991,person,4,2,11,weekday,9.5
1992,person,4,2,12,weekend,7.5
1993,person,4,2,12,weekday,22.65
1994,person,4,2,13,weekend,8.8
1995,person,4,2,13,weekday,15.85
1996,person,4,2,14,weekend,7.1
1997,person,4,2,14,weekday,10.25
1998,person,4,2,15,weekend,7.0
1999,person,4,2,15,weekday,9.5
2000,person,4,2,16,weekend,8.8
2001,person,4,2,16,weekday,9.95
2002,person,4,2,17,weekend,6.5
2003,person,4,2,17,weekday,11.05
2004,person,4,2,18,weekend,3.4
2005,person,4,2,18,weekday,9.235294117647058
2006,person,4,2,19,weekend,3.6
2007,person,4,2,19,weekday,11.421052631578947
2008,person,4,2,20,weekend,3.25
2009,person,4,2,20,weekday,5.705882352941177
2010,person,4,2,21,weekend,2.0
2011,person,4,2,21,weekday,3.2777777777777777
2012,person,4,2,22,weekend,2.4
2013,person,4,2,22,weekday,3.5
2014,person,4,2,23,weekend,1.8
2015,person,4,2,23,weekday,4.214285714285714
2016,person,5,4,0,weekend,1.0
2017,person,5,4,0,weekday,1.0
2018,person,5,4,1,weekend,1.0
2019,person,5,4,1,weekday,1.0
2020,person,5,4,2,weekend,1.0
2021,person,5,4,3,weekend,1.0
2022,person,5,4,5,weekend,1.0
2023,person,5,4,5,weekday,1.0
